# DATE: 2016-01-18 22:16:01.978852
# DIM 70
# QMIN 0
# QMAX 1
# PMIN 0
# PMAX 1
# PMAX 1
# REP p
0.000000000000000000e+00 4.728064473660809758e-02 -2.128240998125712213e-01 -4.457069974295688186e-02
1.428571428571428527e-02 4.699693745189618271e-02 -2.148534014725072550e-01 -2.889555895963606333e-02
2.857142857142857054e-02 4.615377277075701640e-02 -2.140655081627922118e-01 1.815849624177497471e-02
4.285714285714285754e-02 4.477475260997617473e-02 -1.906596922492010127e-01 9.178035934455765210e-02
5.714285714285714107e-02 4.289832297233810154e-02 -1.190206063224448080e-01 1.695063958763081968e-01
7.142857142857142461e-02 4.057646653006435206e-02 8.884710155341608157e-03 2.012399772796645836e-01
8.571428571428571508e-02 3.787292844521536472e-02 1.458462874795833364e-01 1.288479292563062262e-01
9.999999999999999167e-02 3.486103037381799857e-02 1.819274606764993418e-01 -4.199320689848285576e-02
1.142857142857142821e-01 3.162114150567973958e-02 4.320521072790697165e-02 -1.724947862158068002e-01
1.285714285714285587e-01 2.823788805345182201e-02 -1.415847070967486410e-01 -9.050778292378904022e-02
1.428571428571428492e-01 2.479719353021771211e-02 -1.064399770220158942e-01 1.160505270206492329e-01
1.571428571428571397e-01 2.138325113762742924e-02 1.055259265005774189e-01 1.012300843317941873e-01
1.714285714285714302e-01 1.807553637460120738e-02 7.971043430398290497e-02 -1.082671835676518868e-01
1.857142857142857206e-01 1.494597221001515465e-02 -1.148107404089644679e-01 -4.200554840447304206e-02
1.999999999999999833e-01 1.205636035372551797e-02 9.737710094736085412e-03 1.093688134517166316e-01
2.142857142857142738e-01 9.456192555866844290e-03 7.524720766522091653e-02 -6.159586264071608558e-02
2.285714285714285643e-01 7.180942190762120564e-03 -8.404928095232168384e-02 -1.080095190989276838e-02
2.428571428571428548e-01 5.250948641562730099e-03 5.155352005985692349e-02 5.092330714909097666e-02
2.571428571428571175e-01 3.670989336269158722e-03 -1.820156865844573674e-02 -5.779007038100095889e-02
2.714285714285714080e-01 2.430465058851767786e-03 -6.669196675328369246e-04 4.929523584494576588e-02
2.857142857142856984e-01 1.504540465811892705e-03 6.257438960552872201e-03 -3.828034643869942383e-02
2.999999999999999889e-01 8.565408493319827095e-04 -4.065364717863535239e-03 2.898298913229505058e-02
3.142857142857142794e-01 4.399924418189771810e-04 -1.109429423949292439e-03 -2.094663715664766765e-02
3.285714285714285698e-01 2.001784344623515322e-04 5.639679762748404240e-03 1.297584088358044035e-02
3.428571428571428603e-01 7.945905413408008470e-05 -7.115650794425868245e-03 -5.369037893875084309e-03
3.571428571428571508e-01 2.725100075585672210e-05 5.219550853438878479e-03 -8.537941333949672774e-05
3.714285714285714413e-01 8.038275724214927204e-06 -1.937744433876429717e-03 2.069643020715370308e-03
3.857142857142856762e-01 2.038663382063491477e-06 -2.557590665350507322e-04 -1.404724414947149331e-03
3.999999999999999667e-01 4.457365745053891227e-07 6.305322270946282044e-04 2.194668200445737795e-04
4.142857142857142572e-01 8.439493677080264398e-08 -1.944221983264209899e-04 2.158586240313887974e-04
4.285714285714285476e-01 1.391454653927480868e-08 -6.174488937066122021e-05 -1.005092790536257704e-04
4.428571428571428381e-01 2.009574649208164353e-09 4.177136021755750055e-05 -1.627046756498469018e-05
4.571428571428571286e-01 2.558423599181788457e-10 4.649395634533296973e-06 1.530442681552502906e-05
4.714285714285714191e-01 2.908388590867270644e-11 -5.107119017211765478e-06 1.732403316986733548e-06
4.857142857142857095e-01 2.499606529603894330e-12 -6.112563735690807871e-07 -1.458071388984459422e-06
5.000000000000000000e-01 1.049310650106022573e-12 8.065740081485284806e-07 -6.314657706362556118e-07
5.142857142857142350e-01 2.499606528707414723e-12 -6.112563731344980397e-07 -1.458071388859226660e-06
5.285714285714285809e-01 2.908388590382153125e-11 -5.107119016864265130e-06 1.732403316611035049e-06
5.428571428571428159e-01 2.558423599143484307e-10 4.649395634076321004e-06 1.530442681553871373e-05
5.571428571428571619e-01 2.009574649186725899e-09 4.177136021730040234e-05 -1.627046756498593363e-05
5.714285714285713969e-01 1.391454653927746062e-08 -6.174488937096542023e-05 -1.005092790534520812e-04
5.857142857142857428e-01 8.439493677100684510e-08 -1.944221983274493828e-04 2.158586240309355467e-04
5.999999999999999778e-01 4.457365745056062278e-07 6.305322270947286015e-04 2.194668200447798864e-04
6.142857142857142128e-01 2.038663382063650719e-06 -2.557590665350888961e-04 -1.404724414947198987e-03
6.285714285714285587e-01 8.038275724216346831e-06 -1.937744433876919777e-03 2.069643020715254515e-03
6.428571428571427937e-01 2.725100075585606141e-05 5.219550853438815162e-03 -8.537941333949258067e-05
6.571428571428571397e-01 7.945905413406571902e-05 -7.115650794424921953e-03 -5.369037893875000175e-03
6.714285714285713746e-01 2.001784344623581458e-04 5.639679762747560297e-03 1.297584088358106312e-02
6.857142857142857206e-01 4.399924418189875351e-04 -1.109429423948804765e-03 -2.094663715664794174e-02
6.999999999999999556e-01 8.565408493319652539e-04 -4.065364717864458979e-03 2.898298913229462037e-02
7.142857142857143016e-01 1.504540465811893789e-03 6.257438960553290269e-03 -3.828034643869936832e-02
7.285714285714285365e-01 2.430465058851802047e-03 -6.669196675338420885e-04 4.929523584494609895e-02
7.428571428571428825e-01 3.670989336269162191e-03 -1.820156865844696492e-02 -5.779007038100060500e-02
7.571428571428571175e-01 5.250948641562802957e-03 5.155352005985632674e-02 5.092330714909229505e-02
