# DATE: 2016-01-20 00:15:07.860436
# DIM 60
# QMIN 0
# QMAX 1
# PMIN -0.5
# PMAX 0.5
# PMAX 0.5
# REP p
-5.000000000000000000e-01 1.331475107580929603e-10 3.561550671172753023e-06 -1.097555773410909085e-05
-4.833333333333333370e-01 1.847818766079621674e-10 -1.303513841873510533e-05 -3.855780467347461359e-06
-4.666666666666666741e-01 2.463174736323090263e-09 -1.030023325088170814e-05 4.854976757205456698e-05
-4.500000000000000111e-01 2.601049365533458902e-08 1.607853369069122394e-04 1.259242196979246739e-05
-4.333333333333333481e-01 2.900336019622121137e-07 -5.649769151449000247e-05 -5.355759636277057818e-04
-4.166666666666666852e-01 2.886505673851069858e-06 -1.601305180409108792e-03 5.677388422910847844e-04
-4.000000000000000222e-01 2.417909889058509932e-05 2.891788155321599069e-03 3.977016489194733218e-03
-3.833333333333333037e-01 1.647783654634549905e-04 7.266699218151647516e-03 -1.058175070280760466e-02
-3.666666666666666963e-01 8.923825149644865756e-04 -2.922234545210767795e-02 -6.199761385905775031e-03
-3.499999999999999778e-01 3.738931746465779839e-03 1.429709827728312468e-02 5.945186899766471966e-02
-3.333333333333333703e-01 1.160225405973591348e-02 8.001944737946507791e-02 -7.210507680337725767e-02
-3.166666666666666519e-01 2.466012653096541149e-02 -1.505856579564393838e-01 -4.454308194087668732e-02
-2.999999999999999889e-01 3.033454764827617223e-02 5.388404959812752998e-02 1.656232376424960073e-01
-2.833333333333333259e-01 1.283995755488968708e-02 6.414589707954598818e-02 -9.340910792181873756e-02
-2.666666666666666630e-01 9.067176212471176862e-04 2.994559507462299028e-02 -3.158948697562694204e-03
-2.500000000000000000e-01 2.386841110110000941e-02 -1.175164291941338951e-01 -1.002910762259540400e-01
-2.333333333333333370e-01 9.131378602898761188e-03 1.002477698176544411e-02 9.503095521652209221e-02
-2.166666666666666741e-01 1.552139274324480268e-02 -7.052651646509018601e-02 1.027005512085702732e-01
-2.000000000000000111e-01 1.757930248904511841e-02 1.260820693378299495e-01 -4.101968162401751355e-02
-1.833333333333333481e-01 2.182885703231177491e-02 1.416776872427475964e-01 4.190811341325171441e-02
-1.666666666666666852e-01 5.751925924980289158e-03 -5.076931460713464406e-02 -5.634183720204794660e-02
-1.500000000000000222e-01 3.322670866577639992e-02 -4.262042692057388393e-02 -1.772292523114748775e-01
-1.333333333333333592e-01 4.562601029919335568e-03 1.401863395224668511e-02 -6.607631142877341823e-02
-1.166666666666666963e-01 1.324548441924521675e-02 -6.515098890854147118e-02 9.487272033353066902e-02
-9.999999999999997780e-02 4.513687687813057459e-02 -1.718316217002822943e-01 1.249430696836829474e-01
-8.333333333333331483e-02 3.227252376260836275e-02 -1.693184817274957510e-01 6.003145432274693133e-02
-6.666666666666665186e-02 2.926874022041399404e-03 -5.380206375562052862e-02 5.675557917733164114e-03
-4.999999999999998890e-02 9.425930396960610982e-03 9.679083954402406542e-02 7.580486615224493741e-03
-3.333333333333332593e-02 4.799746675839099835e-02 2.143130922254621595e-01 4.546828850035536385e-02
-1.666666666666666297e-02 8.386416836232882255e-02 2.776989149752918662e-01 8.214305195130289228e-02
0.000000000000000000e+00 9.698603481163825535e-02 2.962202026953321132e-01 9.612297502041125541e-02
1.666666666666660745e-02 8.386416836232882255e-02 2.776989149752916997e-01 8.214305195130344739e-02
3.333333333333332593e-02 4.799746675839090121e-02 2.143130922254619375e-01 4.546828850035534997e-02
5.000000000000004441e-02 9.425930396960555471e-03 9.679083954402384338e-02 7.580486615223705309e-03
6.666666666666665186e-02 2.926874022041351265e-03 -5.380206375562016780e-02 5.675557917732320171e-03
8.333333333333337034e-02 3.227252376260847377e-02 -1.693184817274958343e-01 6.003145432274762522e-02
9.999999999999997780e-02 4.513687687813061622e-02 -1.718316217002822388e-01 1.249430696836831833e-01
1.166666666666666963e-01 1.324548441924501552e-02 -6.515098890854101321e-02 9.487272033352991962e-02
1.333333333333333037e-01 4.562601029919285262e-03 1.401863395224606235e-02 -6.607631142877316843e-02
1.500000000000000222e-01 3.322670866577632359e-02 -4.262042692057407822e-02 -1.772292523114745999e-01
1.666666666666666297e-01 5.751925924980264004e-03 -5.076931460713410976e-02 -5.634183720204820334e-02
1.833333333333333481e-01 2.182885703231163613e-02 1.416776872427471523e-01 4.190811341325157563e-02
1.999999999999999556e-01 1.757930248904511841e-02 1.260820693378300050e-01 -4.101968162401734008e-02
2.166666666666666741e-01 1.552139274324479401e-02 -7.052651646509036643e-02 1.027005512085701067e-01
2.333333333333332815e-01 9.131378602898809760e-03 1.002477698176597147e-02 9.503095521652228650e-02
2.500000000000000000e-01 2.386841110110015513e-02 -1.175164291941349359e-01 -1.002910762259535404e-01
2.666666666666666075e-01 9.067176212470725834e-04 2.994559507462228251e-02 -3.158948697562257921e-03
